distractor,target,set,ans1,ans2,total_experiment.thisRepN,total_experiment.thisTrialN,total_experiment.thisN,total_experiment.thisIndex,boat.thisRepN,boat.thisTrialN,boat.thisN,boat.thisIndex,para.thisRepN,para.thisTrialN,para.thisN,para.thisIndex,para_rep_loop.thisRepN,para_rep_loop.thisTrialN,para_rep_loop.thisN,para_rep_loop.thisIndex,para_prac_loop.thisRepN,para_prac_loop.thisTrialN,para_prac_loop.thisN,para_prac_loop.thisIndex,para_main_loop.thisRepN,para_main_loop.thisTrialN,para_main_loop.thisN,para_main_loop.thisIndex,para_rest.thisRepN,para_rest.thisTrialN,para_rest.thisN,para_rest.thisIndex,fl_rep_loop2.thisRepN,fl_rep_loop2.thisTrialN,fl_rep_loop2.thisN,fl_rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,flanker_rest.thisRepN,flanker_rest.thisTrialN,flanker_rest.thisN,flanker_rest.thisIndex,para_starter.started,para_starter_key.started,para_starter_key.keys,para_starter_key.rt,para_inst_sound.started,para_inst_key.keys,para_inst_key.rt,para_inst_image.started,para_prac_back.started,para_prac_text.started,para_fix_back.started,para_fix_2.started,main_prac,para_back.started,st_ans,st_res,st_corr,st_rt,st2_resp.keys,st2_resp.corr,para_main_back.started,para_main_text.started,para_mouse.started,para_mouse.x,para_mouse.y,para_mouse.leftButton,para_mouse.midButton,para_mouse.rightButton,rest_text.started,rest_key.started,rest_inst_text.started,rest_time.started,rest_key.keys,exp_end_key.started,exp_end_back.started,exp_end_text.started,exp_end_key.keys,exp_end_key.rt,fl_starter_back.started,fl_starter.started,fl_starter_text.started,fl_starter.keys,fl_starter.rt,fl_inst_resp.keys,fl_inst_resp.rt,fl_back.started,fl_mouse_prac.started,fl_mouse_prac.x,fl_mouse_prac.y,fl_mouse_prac.leftButton,fl_mouse_prac.midButton,fl_mouse_prac.rightButton,back_2.started,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_fix.started,j_button.started,k_button.started,l_button.started,targ.started,fl_fix.stopped,fl_ans,fl_res,fl_corr,fl_rt,j_button2.started,k_button2.started,l_button2.started,j_button2.stopped,k_button2.stopped,l_button2.stopped,fl_mainback.started,fl_mouse_m.started,fl_key_resp.keys,fl_mouse_m.x,fl_mouse_m.y,fl_mouse_m.leftButton,fl_mouse_m.midButton,fl_mouse_m.rightButton,total_end_text.started,id*,date,expName,psychopyVersion,frameRate,
positive,yellow,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,0,9,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,240.0810033000016,k,k,1,1.050311099999817,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,blue,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,0,10,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,242.133290400001,k,k,1,2.0072641000006115,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,yellow,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,0,11,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,246.17292140000063,None,None,1,1.5226671999989776,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,yellow,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,0,12,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,248.69354180000119,None,None,1,1.5170101000003342,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,yellow,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,0,13,13,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,251.21908780000012,k,k,1,0.9477073999987624,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,red,2,None,None,0,0,0,0,,,,,0,0,0,0,,,,,0,14,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,253.16435280000042,None,None,1,1.5187994000007166,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,blue,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,0,15,15,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,255.6858736000013,None,None,1,1.5188376999994944,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,blue,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,0,16,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,258.20548060000147,k,k,1,1.454563400000552,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,yellow,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,0,17,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,260.6677885000008,k,k,1,1.1553183999985777,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,blue,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,0,18,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,262.82827570000154,k,k,1,1.2989128999997774,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,yellow,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,0,19,19,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,265.12220640000123,None,None,1,1.5168217999998888,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,blue,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,1,0,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,267.64203930000076,k,k,1,1.6781611000005796,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,yellow,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,1,1,21,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,271.3531804000013,k,k,1,0.948366000000533,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,red,1,None,None,0,0,0,0,,,,,0,0,0,0,,,,,1,2,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,273.30677580000156,None,None,1,1.5159450999999535,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,blue,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,1,3,23,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,275.83030710000094,k,k,1,1.9522355000008247,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,yellow,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,1,4,24,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,279.82288380000136,k,k,1,1.3339211000002251,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,yellow,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,1,5,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,282.1567915000014,None,None,1,1.5129402999991726,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,yellow,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,1,6,26,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,284.677268200001,None,None,1,1.5282771999991382,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,blue,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,1,7,27,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,287.20241950000127,None,None,1,1.5188103999989835,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,red,2,None,None,0,0,0,0,,,,,0,0,0,0,,,,,1,8,28,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,289.7222771000015,None,None,1,1.5350282000017614,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,yellow,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,1,9,29,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,292.25744769999983,k,k,1,0.8474538999998913,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,blue,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,1,10,30,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,294.1083869000013,None,None,1,1.5319402999994054,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,blue,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,1,11,31,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,296.6443405000009,k,k,1,0.9087579999995796,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,red,2,None,None,0,0,0,0,,,,,0,0,0,0,,,,,1,12,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,298.55208100000164,None,None,1,1.5127197000001615,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,yellow,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,1,13,33,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,301.06494720000046,k,k,1,1.3646644000000379,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,blue,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,1,14,34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,303.43253040000127,k,k,1,1.2462712000015017,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,yellow,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,1,15,35,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,305.68031520000113,None,None,1,1.5120800999993662,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,yellow,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,1,16,36,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,308.194668600001,None,None,1,1.5322829999986425,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,red,1,None,None,0,0,0,0,,,,,0,0,0,0,,,,,1,17,37,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,310.73170949999985,None,None,1,1.5158009000006132,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,blue,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,1,18,38,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,313.24856499999987,None,None,1,1.5274986000003992,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,blue,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,1,19,39,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,315.7775608000011,None,None,1,1.5249286999987817,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,blue,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.7885634000013,325.7885634000013,main,327.8802286000009,k,k,1,1.0590524999988702,None,0,318.3239231000007,318.3239231000007,0.00018490000002202578,-0.22592592592592592,-0.02962962962962963,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,blue,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,1,1,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,329.94584710000163,k,k,1,1.531567100000757,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,red,1,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,2,2,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,333.48867380000047,None,None,1,1.5134047000010469,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,yellow,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,3,3,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,336.00647110000136,k,k,1,1.0616882999984227,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,yellow,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,4,4,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,338.07272660000126,None,None,1,1.5310427999993408,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,red,2,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,5,5,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,340.6037423000016,None,None,1,1.5342185999998037,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,blue,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,6,6,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,343.14428430000044,None,None,1,1.5184172000008402,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,yellow,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,7,7,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,345.6658744000015,None,None,1,1.5304562999990594,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,blue,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,8,8,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,348.19946979999986,None,None,1,1.5110917000001791,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,yellow,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,9,9,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,350.7181725999999,None,k,0,1.51640579999912,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,yellow,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,10,10,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,354.26890230000026,k,k,1,5.4019581000011385,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,yellow,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,11,11,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,361.7100919000004,None,None,1,1.5099370999996609,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
