distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_7.clicked_name,sound_2.started,sound_2.stopped,key_resp_3.keys,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.started,mouse_5.stopped,yes_text2.started,yes_text2.stopped,no_text2.started,no_text2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
negative,blue,2,None,k,,,,,,,,,0,110,110,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.497412399854511,479.46715919999406,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,blue,2,k,None,,,,,,,,,0,111,111,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9341279999352992,481.96580939996056,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,blue,1,None,k,,,,,,,,,0,112,112,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.496505299815908,483.9019073001109,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,yellow,1,None,k,,,,,,,,,0,113,113,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4982594000175595,486.3995781999547,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,red,1,None,None,,,,,,,,,0,114,114,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498581500025466,488.89923399989493,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,red,1,None,None,,,,,,,,,0,115,115,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4985963001381606,491.399324900005,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,red,2,None,None,,,,,,,,,0,116,116,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4986006999388337,493.89960159990005,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,yellow,2,k,None,,,,,,,,,0,117,117,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9495383999310434,496.3996707999613,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,yellow,1,None,k,,,,,,,,,0,118,118,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4975415000226349,498.3510328999255,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,red,2,None,None,,,,,,,,,0,119,119,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.49842009996064,500.8499771000352,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,blue,2,k,None,,,,,,,,,0,120,120,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8177198998164386,503.3496654999908,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,red,1,None,None,,,,,,,,,0,121,121,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4960322000551969,505.16953959991224,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,yellow,2,None,k,,,,,,,,,0,122,122,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4984065000899136,507.6665169999469,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,red,2,None,None,,,,,,,,,0,123,123,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4984899000264704,510.1677566000726,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,yellow,2,k,None,,,,,,,,,0,124,124,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9504331999924034,512.6666661000345,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,red,1,None,None,,,,,,,,,0,125,125,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.496508500073105,514.618918000022,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,blue,2,None,k,,,,,,,,,0,126,126,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4986457000486553,517.116497799987,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,blue,1,None,k,,,,,,,,,0,127,127,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4985450999811292,519.6164746999275,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,yellow,1,k,None,,,,,,,,,0,128,128,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.3676175998989493,522.1166135999374,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,yellow,1,k,None,,,,,,,,,0,129,129,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.74792500003241,524.4865866999608,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,blue,1,k,None,,,,,,,,,0,130,130,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7978149000555277,526.2355996000115,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,blue,1,None,k,,,,,,,,,0,131,131,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4975644999649376,528.034921299899,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,blue,2,None,k,,,,,,,,,0,132,132,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4985979001503438,530.5336809998844,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,blue,2,k,None,,,,,,,,,0,133,133,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.166250899899751,533.0337209999561,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,red,2,None,None,,,,,,,,,0,134,134,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4977941999677569,535.2020787000656,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,yellow,2,k,None,,,,,,,,,0,135,135,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9660757998935878,537.7004885999486,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,yellow,2,None,k,,,,,,,,,0,136,136,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4971568998880684,539.6693702999037,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,blue,1,k,None,,,,,,,,,0,137,137,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.0836600000038743,542.1674049999565,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,yellow,1,None,k,,,,,,,,,0,138,138,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4968776998575777,544.2528993000742,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,yellow,1,None,k,,,,,,,,,0,139,139,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4983822999056429,546.7513194000348,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,yellow,1,None,k,,,,,,,,,0,140,140,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4983021998777986,549.251385099953,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,blue,1,k,None,,,,,,,,,0,141,141,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.1997279999777675,551.7504499000497,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,blue,2,k,None,,,,,,,,,0,142,142,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7983637999277562,553.9518430999015,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,yellow,2,None,k,,,,,,,,,0,143,143,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4975950999651104,555.7518503000028,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,yellow,2,k,None,,,,,,,,,0,144,144,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.0162500999867916,558.2515499000438,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,blue,2,None,k,,,,,,,,,0,145,145,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.497294400120154,560.2689261001069,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,red,1,None,None,,,,,,,,,0,146,146,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4985626998823136,562.7676045999397,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,blue,1,k,None,,,,,,,,,0,147,147,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.0002554999664426,565.2675922999624,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,yellow,1,None,k,,,,,,,,,0,148,148,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4968377000186592,567.2697805999778,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,red,2,None,None,,,,,,,,,0,149,149,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4988133998122066,569.7676532999612,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,blue,1,None,k,,,,,,,,,0,150,150,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4983950001187623,572.2680081001017,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,yellow,2,k,None,,,,,,,,,0,151,151,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7696179000195116,574.7678785000462,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,blue,2,None,k,,,,,,,,,0,152,152,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4941265999805182,576.5489109000191,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,yellow,1,k,None,,,,,,,,,0,153,153,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8995556000154465,579.034817900043,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,blue,1,None,k,,,,,,,,,0,154,154,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.497216199990362,580.935981699964,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,yellow,2,None,k,,,,,,,,,0,155,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498753200052306,583.4346376999747,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,red,2,None,None,,,,,,,,,0,156,156,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4982236998621374,585.9349491000175,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,red,1,None,None,,,,,,,,,0,157,157,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4987996998243034,588.4345380999148,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,blue,2,k,None,,,,,,,,,0,158,158,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.0489789999555796,590.9351210000459,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,yellow,1,k,None,,,,,,,,,0,159,159,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.0825225000735372,592.9855031999759,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,red,2,None,None,,,,,,,,,0,160,160,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4972393000498414,595.0694806000683,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,blue,1,None,k,,,,,,,,,0,161,161,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4986925998236984,597.5680088000372,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,blue,1,None,k,,,,,,,,,0,162,162,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4984127001371235,600.0685109000187,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,yellow,1,k,None,,,,,,,,,0,163,163,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8663576999679208,602.5682898999657,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,yellow,1,k,None,,,,,,,,,0,164,164,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9831884999293834,604.436483199941,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,yellow,1,None,k,,,,,,,,,0,165,165,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.496480000205338,606.421556700021,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,red,1,None,None,,,,,,,,,0,166,166,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4985282002016902,608.9189909000415,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,yellow,2,k,None,,,,,,,,,0,167,167,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9516318999230862,611.4190859000664,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,blue,2,k,None,,,,,,,,,0,168,168,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.0130507999565452,613.3726218999363,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,red,2,None,None,,,,,,,,,0,169,169,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4974274998530746,615.387176600052,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,red,1,None,None,,,,,,,,,0,170,170,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4984545998740941,617.8857883000746,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,blue,2,None,k,,,,,,,,,0,171,171,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4984436999075115,620.3858698001131,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,blue,2,k,None,,,,,,,,,0,172,172,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.1671585999429226,622.8857843999285,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,yellow,2,k,None,,,,,,,,,0,173,173,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7482470001559705,625.056135199964,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,yellow,2,None,k,,,,,,,,,0,174,174,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.49564029998146,626.8061154999305,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,blue,2,None,k,,,,,,,,,0,175,175,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4985076999291778,629.3022972999606,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,blue,1,k,None,,,,,,,,,0,176,176,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.0324792000465095,631.8026850000024,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,yellow,1,None,k,,,,,,,,,0,177,177,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4978392000775784,633.8367157001048,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,blue,1,k,None,,,,,,,,,0,178,178,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.0336841999087483,636.3362461000215,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,yellow,2,None,k,,,,,,,,,0,179,179,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4966551000252366,638.3716450000647,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,blue,1,k,None,,,,,,,,,0,180,180,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7665171001572162,640.8692785999738,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,red,1,None,None,,,,,,,,,0,181,181,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4972756998613477,642.6373473999556,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,blue,1,None,k,,,,,,,,,0,182,182,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4985042000189424,645.1362314999569,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,yellow,2,k,None,,,,,,,,,0,183,183,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.0162697997875512,647.6359979999252,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,yellow,2,None,k,,,,,,,,,0,184,184,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4973528999835253,649.65459619998,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,yellow,1,None,k,,,,,,,,,0,185,185,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498872600030154,652.1526420998853,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,red,2,None,None,,,,,,,,,0,186,186,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4987369000446051,654.6530673000962,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,blue,1,k,None,,,,,,,,,0,187,187,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9668146001640707,657.1534682998899,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,yellow,1,k,None,,,,,,,,,0,188,188,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9827873001340777,659.1223716998938,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,yellow,2,None,k,,,,,,,,,0,189,189,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.495827900012955,661.1063920001034,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,yellow,2,k,None,,,,,,,,,0,190,190,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7498931000009179,663.6032662999351,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,yellow,1,k,None,,,,,,,,,0,191,191,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7481980000156909,665.3554279000964,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,blue,2,k,None,,,,,,,,,0,192,192,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.6665856000036001,667.1047648999374,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,yellow,1,None,k,,,,,,,,,0,193,193,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.495912600075826,668.7733382999431,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,red,2,None,None,,,,,,,,,0,194,194,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4987365999259055,671.2698894001078,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,red,1,None,None,,,,,,,,,0,195,195,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4985539000481367,673.77020550007,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,blue,1,None,k,,,,,,,,,0,196,196,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4987392998300493,676.2702327000443,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
