target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,sound_1.started,sound_1.stopped,no_text.started,no_text.stopped,yes_text.started,yes_text.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.started,mouse_2.stopped,mouse_2.clicked_name,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,None,-0.094444446,0.05648148,0,0,0,1.0313958994229324,None,33.64710619999678,None,34.632268199988175,None,34.632268199988175,None,0.031481482,-0.04074074,0,0,0,0.012164999992819503,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
,,,,,1,0,1,0,,,,,,,,,None,0.08240741,-0.05740741,0,0,0,None,None,None,None,36.03053839999484,None,36.03053839999484,None,0.08425926,-0.058333334,0,0,0,0.013617599994176999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
,,,,,2,0,2,0,,,,,,,,,None,0.08425926,-0.06666667,0,0,0,None,None,None,None,37.14691159999347,None,37.14691159999347,None,0.08425926,-0.06759259,1,0,0,0.013440899987472221,None,no_area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
,,,,,3,0,3,0,,,,,,,,,None,0.41203704,-0.29444444,0,0,0,1.0088403999980073,None,38.730697500001405,None,90.13176709998515,None,90.13176709998515,None,-0.07962963,-0.09351852,0,0,0,0.01383959996746853,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,negative,2,k,k,,,,,0,0,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,93.93209069999284,None,prac,2,2,2,negative,neutral,k,k,1,1.5340846999897622,95.96882680000272,96.98746380000375,96.94841280000401,None,95.96882680000272,None,95.96882680000272,None,95.96882680000272,None,98.49725059999037,None,98.49725059999037,None,98.49725059999037,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,positive,1,j,l,,,,,0,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,positive,negative,j,j,1,1.2788899000152014,99.50885189999826,100.52082649999647,100.50084299998707,None,99.50885189999826,None,99.50885189999826,None,99.50885189999826,None,101.77148119998165,None,101.77148119998165,None,101.77148119998165,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,negative,1,l,j,,,,,0,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,negative,positive,l,l,1,0.9983693999820389,101.79944040000555,102.80103020000388,102.78180179998162,None,101.79944040000555,None,101.79944040000555,None,101.79944040000555,None,103.77266459999956,None,103.77266459999956,None,103.77266459999956,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,neutral,1,l,j,,,,,0,3,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,neutral,positive,l,l,1,0.9183186000154819,103.79113239998696,104.81215630000224,104.77020820000325,None,103.79113239998696,None,103.79113239998696,None,103.79113239998696,None,105.69457999998704,None,105.69457999998704,None,105.69457999998704,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,positive,2,l,j,,,,,0,4,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,positive,positive,l,l,1,0.78565659999731,105.71878219998325,106.73575799999526,106.71521850000136,None,105.71878219998325,None,105.71878219998325,None,105.71878219998325,None,107.48258230000502,None,107.48258230000502,None,107.48258230000502,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,positive,2,j,l,,,,,0,5,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,positive,negative,j,j,1,0.9005250000045635,107.50689269998111,108.52264300000388,108.48829949999345,None,107.50689269998111,None,107.50689269998111,None,107.50689269998111,None,109.38509869998089,None,109.38509869998089,None,109.38509869998089,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,negative,1,k,k,,,,,0,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,negative,neutral,k,k,1,0.8092705000017304,109.403141399991,110.41205290000653,110.37094849999994,None,109.403141399991,None,109.403141399991,None,109.403141399991,None,111.19640479999944,None,111.19640479999944,None,111.19640479999944,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,negative,2,j,l,,,,,0,7,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,negative,negative,j,j,1,0.8941259999992326,111.2189804999798,112.22881609998876,112.20386049998342,None,111.2189804999798,None,111.2189804999798,None,111.2189804999798,None,113.09155429999228,None,113.09155429999228,None,113.09155429999228,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,positive,1,l,j,,,,,0,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,positive,positive,l,l,1,0.8011423000134528,113.10814149997896,114.115121299983,114.09552339999937,None,113.10814149997896,None,113.10814149997896,None,113.10814149997896,None,114.89724629998673,None,114.89724629998673,None,114.89724629998673,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,positive,1,k,k,,,,,0,9,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,positive,neutral,k,k,1,0.711830899992492,114.91935119999107,115.92083200000343,115.90363289997913,None,114.91935119999107,None,114.91935119999107,None,114.91935119999107,None,116.61148939998239,None,116.61148939998239,None,116.61148939998239,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,neutral,1,k,k,,,,,0,10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,neutral,neutral,k,k,1,0.7396444999903906,116.63010799998301,117.63456289999885,117.61533639999107,None,116.63010799998301,None,116.63010799998301,None,116.63010799998301,None,118.35395419999841,None,118.35395419999841,None,118.35395419999841,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,neutral,2,j,l,,,,,0,11,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,neutral,negative,j,j,1,0.8539910999825224,118.3712556999817,119.37135079997825,119.35403069999302,None,118.3712556999817,None,118.3712556999817,None,118.3712556999817,None,120.2121928999899,None,120.2121928999899,None,120.2121928999899,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,neutral,2,l,j,,,,,0,12,12,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,neutral,positive,l,l,1,0.7228299000125844,120.23459249999723,121.23764519998804,121.22071709999,None,120.23459249999723,None,120.23459249999723,None,120.23459249999723,None,121.93638039997896,None,121.93638039997896,None,121.93638039997896,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,negative,1,j,l,,,,,0,13,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,negative,negative,j,j,1,0.8910115000035148,121.95255069999257,122.95394779997878,122.93704829999479,None,121.95255069999257,None,121.95255069999257,None,121.95255069999257,None,123.83150619999506,None,123.83150619999506,None,123.83150619999506,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,neutral,2,k,k,,,,,0,14,14,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,neutral,neutral,k,k,1,1.2710155999811832,123.84904760000063,124.86818879999919,124.82871289999457,None,123.84904760000063,None,123.84904760000063,None,123.84904760000063,None,126.10391029998428,None,126.10391029998428,None,126.10391029998428,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,positive,2,k,k,,,,,0,15,15,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,positive,neutral,k,k,1,0.6130385000142269,126.12115979997907,127.12197149998974,127.10450620000483,None,126.12115979997907,None,126.12115979997907,None,126.12115979997907,None,127.72062179999776,None,127.72062179999776,None,127.72062179999776,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,neutral,1,j,l,,,,,0,16,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,neutral,negative,j,j,1,1.1358450000116136,127.74745019999682,128.7625643000065,128.72084910000558,None,127.74745019999682,None,127.74745019999682,None,127.74745019999682,None,129.85840760000283,None,129.85840760000283,None,129.85840760000283,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,negative,2,l,j,,,,,0,17,17,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,negative,positive,l,l,1,0.7091664000181481,129.87344379999558,130.89585169998463,130.85431929997867,None,129.87344379999558,None,129.87344379999558,None,129.87344379999558,None,131.57039439998917,None,131.57039439998917,None,131.57039439998917,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,negative,2,l,j,,,,,1,0,18,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,negative,positive,l,l,1,0.6863725000002887,131.5862036999897,132.60462110000663,132.56584319999092,None,131.5862036999897,None,131.5862036999897,None,131.5862036999897,None,133.26078729998554,None,133.26078729998554,None,133.26078729998554,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,positive,2,j,l,,,,,1,1,19,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,positive,negative,j,j,1,0.782259100000374,133.27647559999605,134.28813239999,134.2710457999783,None,133.27647559999605,None,133.27647559999605,None,133.27647559999605,None,135.0452222999942,None,135.0452222999942,None,135.0452222999942,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,neutral,2,l,j,,,,,1,2,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,neutral,positive,l,l,1,0.8069757000193931,135.05984400000307,136.0791753999947,136.05236989998957,None,135.05984400000307,None,135.05984400000307,None,135.05984400000307,None,136.8541854999843,None,136.8541854999843,None,136.8541854999843,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,positive,1,j,l,,,,,1,3,21,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,positive,negative,j,j,1,0.7305363000195939,136.87020569999004,137.87407130000065,137.85498299999745,None,136.87020569999004,None,136.87020569999004,None,136.87020569999004,None,138.58769419999444,None,138.58769419999444,None,138.58769419999444,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,neutral,1,l,j,,,,,1,4,22,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,neutral,positive,l,l,1,0.935749800002668,138.60451410000678,139.62142369998037,139.58610469999257,None,138.60451410000678,None,138.60451410000678,None,138.60451410000678,None,140.5273885999981,None,140.5273885999981,None,140.5273885999981,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,negative,2,j,l,,,,,1,5,23,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,negative,negative,j,j,1,0.8416086999932304,140.54197530000238,141.55096100000083,141.53241409998736,None,140.54197530000238,None,140.54197530000238,None,140.54197530000238,None,142.3709804999875,None,142.3709804999875,None,142.3709804999875,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,negative,2,k,k,,,,,1,6,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,negative,neutral,k,k,1,0.7784734999877401,142.38655399999698,143.40153999999166,143.3822194999957,None,142.38655399999698,None,142.38655399999698,None,142.38655399999698,None,144.15319960000343,None,144.15319960000343,None,144.15319960000343,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,negative,1,k,k,,,,,1,7,25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,negative,neutral,k,k,1,1.2219403999915812,144.17051959998207,145.17910310000298,145.13793999998597,None,144.17051959998207,None,144.17051959998207,None,144.17051959998207,None,146.37503879998113,None,146.37503879998113,None,146.37503879998113,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,neutral,2,k,k,,,,,1,8,26,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,neutral,neutral,k,k,1,0.7081082999939099,146.39200459999847,147.40165819998947,147.3825835000025,None,146.39200459999847,None,146.39200459999847,None,146.39200459999847,None,148.08787549997797,None,148.08787549997797,None,148.08787549997797,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,negative,1,j,l,,,,,1,9,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,negative,negative,j,j,1,0.8214252000034321,148.1148291999998,149.12147399998503,149.1045639999793,None,148.1148291999998,None,148.1148291999998,None,148.1148291999998,None,149.91020239997889,None,149.91020239997889,None,149.91020239997889,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,positive,2,l,j,,,,,1,10,28,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,positive,positive,l,l,1,0.7689301000209525,149.92662139999447,150.93794720000005,150.90454719998525,None,149.92662139999447,None,149.92662139999447,None,149.92662139999447,None,151.68291219999665,None,151.68291219999665,None,151.68291219999665,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,positive,1,k,k,,,,,1,11,29,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,positive,neutral,k,k,1,0.7773905000067316,151.70221319998382,152.71953199998825,152.6793725999887,None,151.70221319998382,None,151.70221319998382,None,151.70221319998382,None,153.4623431999993,None,153.4623431999993,None,153.4623431999993,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,positive,2,k,k,,,,,1,12,30,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,positive,neutral,k,k,1,0.7691144999989774,153.48544729998684,154.48852329998044,154.47126930000377,None,153.48544729998684,None,153.48544729998684,None,153.48544729998684,None,155.233710899984,None,155.233710899984,None,155.233710899984,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,neutral,1,j,l,,,,,1,13,31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,neutral,negative,j,j,1,0.8926655000250321,155.24881719998666,156.25438119997852,156.23498889998882,None,155.24881719998666,None,155.24881719998666,None,155.24881719998666,None,157.12727909998503,None,157.12727909998503,None,157.12727909998503,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,positive,1,l,j,,,,,1,14,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,positive,positive,l,l,1,0.8151631999935489,157.14407889998984,158.1558626999904,158.1217079999915,None,157.14407889998984,None,157.14407889998984,None,157.14407889998984,None,158.94542179999408,None,158.94542179999408,None,158.94542179999408,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,negative,1,l,j,,,,,1,15,33,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,negative,positive,l,l,1,0.7811389999988023,158.9608714999922,159.97945819998858,159.9520388999954,None,158.9608714999922,None,158.9608714999922,None,158.9608714999922,None,160.72682379998733,None,160.72682379998733,None,160.72682379998733,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,neutral,1,k,k,,,,,1,16,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,neutral,neutral,k,k,1,0.7367689000093378,160.74222349998308,161.75605189998168,161.72125410000444,None,160.74222349998308,None,160.74222349998308,None,160.74222349998308,None,162.46775210000342,None,162.46775210000342,None,162.46775210000342,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,neutral,2,j,l,,,,,1,17,35,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,neutral,negative,j,j,1,0.767980999982683,162.48579449998215,163.4965495999786,163.46949029999087,None,162.48579449998215,None,162.48579449998215,None,162.48579449998215,None,164.23766869999818,None,164.23766869999818,None,164.23766869999818,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.24552719999338,None,None,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52962965,-0.072222225,1,0,0,0.0072355000011157244,None,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,positive,1,k,k,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,199.1846258000005,None,main,2,2,1,positive,neutral,k,k,1,0.8105935000057798,201.20537959999638,202.22202489999472,202.18354919998092,None,201.20537959999638,None,201.20537959999638,None,201.20537959999638,None,202.9942327999801,None,202.9942327999801,None,202.9942327999801,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,negative,1,l,j,,,,,,,,,0,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,positive,l,l,1,0.811598900007084,203.01605559999007,204.0305099999823,203.98900269999285,None,203.01605559999007,None,203.01605559999007,None,203.01605559999007,None,204.81025439999067,None,204.81025439999067,None,204.81025439999067,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,negative,2,k,k,,,,,,,,,0,2,2,16,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,neutral,k,k,1,1.630123500013724,204.82741229998646,205.84737099998165,205.80581749998964,None,204.82741229998646,None,204.82741229998646,None,204.82741229998646,None,207.4473677999922,None,207.4473677999922,None,207.4473677999922,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,positive,2,k,k,,,,,,,,,0,3,3,13,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,neutral,k,k,1,0.6898859999782871,208.45825470000273,209.47329150000587,209.45329049997963,None,208.45825470000273,None,208.45825470000273,None,208.45825470000273,None,210.1348784999922,None,210.1348784999922,None,210.1348784999922,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,neutral,1,k,k,,,,,,,,,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,neutral,k,k,1,0.7350949000101537,210.15404259998468,211.17303219999303,211.13394479997805,None,210.15404259998468,None,210.15404259998468,None,210.15404259998468,None,211.87253379999893,None,211.87253379999893,None,211.87253379999893,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,negative,1,j,l,,,,,,,,,0,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,negative,j,j,1,0.9193666999926791,211.8881349999865,212.8910096999898,212.8737803999975,None,211.8881349999865,None,211.8881349999865,None,211.8881349999865,None,213.79354079999612,None,213.79354079999612,None,213.79354079999612,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,negative,1,k,k,,,,,,,,,0,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,neutral,k,k,1,0.6658587999991141,213.8099750999827,214.83067969998228,214.78917109998292,None,213.8099750999827,None,213.8099750999827,None,213.8099750999827,None,215.46204629997956,None,215.46204629997956,None,215.46204629997956,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,positive,2,j,l,,,,,,,,,0,7,7,15,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,negative,j,j,1,1.313447400025325,215.48050229999353,216.4899957999878,216.4558384999982,None,215.48050229999353,None,215.48050229999353,None,215.48050229999353,None,217.7780992999964,None,217.7780992999964,None,217.7780992999964,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,negative,2,l,j,,,,,,,,,0,8,8,14,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,positive,l,l,1,0.7670582999999169,217.7951686999877,218.80611969999154,218.77283859997988,None,217.7951686999877,None,217.7951686999877,None,217.7951686999877,None,219.5503445999988,None,219.5503445999988,None,219.5503445999988,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,neutral,1,l,j,,,,,,,,,0,9,9,8,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,positive,l,l,1,0.9606057000055443,219.5692238000047,220.58103189998656,220.55427989998134,None,219.5692238000047,None,219.5692238000047,None,219.5692238000047,None,221.51170129998937,None,221.51170129998937,None,221.51170129998937,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,neutral,2,j,l,,,,,,,,,0,10,10,12,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,negative,j,j,1,0.8126892000145745,221.53755039998214,222.53916379998554,222.52015389999724,None,221.53755039998214,None,221.53755039998214,None,221.53755039998214,None,223.32885979998392,None,223.32885979998392,None,223.32885979998392,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,positive,1,l,j,,,,,,,,,0,11,11,2,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,positive,l,l,1,0.7794643999950495,223.3458607000066,224.3570200999966,224.32298939998145,None,223.3458607000066,None,223.3458607000066,None,223.3458607000066,None,225.1088032999891,None,225.1088032999891,None,225.1088032999891,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,positive,2,l,j,,,,,,,,,0,12,12,11,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,positive,l,l,1,0.7495140999963041,225.1259810999909,226.14777690000483,226.10568019998027,None,225.1259810999909,None,225.1259810999909,None,225.1259810999909,None,226.86123279997847,None,226.86123279997847,None,226.86123279997847,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,neutral,1,j,l,,,,,,,,,0,13,13,3,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,negative,j,j,1,0.7687095000001136,226.8780265999958,227.88986309999018,227.8556327999977,None,226.8780265999958,None,226.8780265999958,None,226.8780265999958,None,228.63448019998614,None,228.63448019998614,None,228.63448019998614,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,neutral,2,l,j,,,,,,,,,0,14,14,17,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,positive,l,l,1,0.7091849000134971,228.65343289999873,229.65593529999023,229.6369466999895,None,228.65343289999873,None,228.65343289999873,None,228.65343289999873,None,230.34428029999836,None,230.34428029999836,None,230.34428029999836,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,neutral,2,k,k,,,,,,,,,0,15,15,10,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,neutral,k,k,1,0.7006527000048663,230.36047049998888,231.36753049999243,231.34792509998078,None,230.36047049998888,None,230.36047049998888,None,230.36047049998888,None,232.04958870000556,None,232.04958870000556,None,232.04958870000556,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,positive,1,j,l,,,,,,,,,0,16,16,6,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,negative,j,j,1,0.8147712999780197,232.06831709999824,233.0710529999924,233.0510629999917,None,232.06831709999824,None,232.06831709999824,None,232.06831709999824,None,233.86497689999524,None,233.86497689999524,None,233.86497689999524,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,negative,2,j,l,,,,,,,,,0,17,17,9,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,negative,j,j,1,0.7526561999984551,233.88773909999873,234.89799549998133,234.85612650000257,None,233.88773909999873,None,233.88773909999873,None,233.88773909999873,None,235.62192670000368,None,235.62192670000368,None,235.62192670000368,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,negative,1,j,l,,,,,,,,,1,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,negative,j,j,1,0.7880309999745805,235.63851940000313,236.65523919998668,236.6176495999971,None,235.63851940000313,None,235.63851940000313,None,235.63851940000313,None,237.41113179998356,None,237.41113179998356,None,237.41113179998356,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
