target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,fl_inst_resp.rt,sound_1.started,sound_1.stopped,image_4.started,image_4.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,key_resp.rt,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,id*,date,expName,psychopyVersion,frameRate,
negative,positive,2,j,l,,,,,,,,,11,6,204,15,,,,,,,,,main,1,1,2,positive,negative,l,l,1,0.7486329000093974,562.908553700021,563.9085071000154,563.8918213000288,None,562.908553700021,None,562.908553700021,None,562.908553700021,None,564.641795310023,None,564.641795310023,None,564.641795310023,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,positive,2,l,j,,,,,,,,,11,7,205,11,,,,,,,,,main,1,1,2,positive,positive,j,j,1,0.7639972000033595,564.6459583000396,565.6584429000504,565.6440842000302,None,564.6459583000396,None,564.6459583000396,None,564.6459583000396,None,566.4083691100299,None,566.4083691100299,None,566.4083691100299,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,neutral,2,l,j,,,,,,,,,11,8,206,17,,,,,,,,,main,2,2,2,neutral,positive,j,j,1,0.7366594999912195,566.4119780000183,567.4345327000483,567.4120456000092,None,566.4119780000183,None,566.4119780000183,None,566.4119780000183,None,568.1413640100567,None,568.1413640100567,None,568.1413640100567,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,negative,2,k,k,,,,,,,,,11,9,207,16,,,,,,,,,main,2,2,2,negative,neutral,k,k,1,0.6762067000381649,568.1465010000393,569.1580923000001,569.1414297000156,None,568.1465010000393,None,568.1465010000393,None,568.1465010000393,None,569.8247248100291,None,569.8247248100291,None,569.8247248100291,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,negative,1,j,l,,,,,,,,,11,10,208,0,,,,,,,,,main,2,2,1,negative,negative,l,l,1,0.6512507000006735,569.828704500047,570.8440336000058,570.8107722000568,None,569.828704500047,None,569.828704500047,None,569.828704500047,None,571.4772361100244,None,571.4772361100244,None,571.4772361100244,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,negative,1,l,j,,,,,,,,,11,11,209,5,,,,,,,,,main,2,2,1,negative,positive,j,j,1,0.7626880999887362,571.4805316000129,572.4938567000208,572.4772747000097,None,571.4805316000129,None,571.4805316000129,None,571.4805316000129,None,573.2416235100303,None,573.2416235100303,None,573.2416235100303,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,negative,2,j,l,,,,,,,,,11,12,210,9,,,,,,,,,main,1,1,2,negative,negative,l,l,1,0.7647529999958351,573.2449014000013,574.2439667000435,574.2439667000435,None,573.2449014000013,None,573.2449014000013,None,573.2449014000013,None,575.0082488100219,None,575.0082488100219,None,575.0082488100219,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,neutral,1,j,l,,,,,,,,,11,13,211,3,,,,,,,,,main,1,1,1,neutral,negative,l,l,1,0.8150305000017397,575.0113598000025,576.0082914000377,576.0082914000377,None,575.0113598000025,None,575.0113598000025,None,575.0113598000025,None,576.8248562100401,None,576.8248562100401,None,576.8248562100401,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,neutral,1,l,j,,,,,,,,,11,14,212,8,,,,,,,,,main,2,2,1,neutral,positive,j,j,1,0.814631899993401,576.828200500051,577.8412355000037,577.8245787000051,None,576.828200500051,None,576.828200500051,None,576.828200500051,None,578.6411289100128,None,578.6411289100128,None,578.6411289100128,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,neutral,2,k,k,,,,,,,,,11,15,213,10,,,,,,,,,main,2,2,2,neutral,neutral,k,k,1,0.6318988000275567,578.6412017000257,579.6412340000388,579.6412340000388,None,578.6412017000257,None,578.6412017000257,None,578.6412017000257,None,580.2745637100364,None,580.2745637100364,None,580.2745637100364,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,negative,1,k,k,,,,,,,,,11,16,214,7,,,,,,,,,main,2,2,1,negative,neutral,k,k,1,0.8818452000268735,580.2810347000486,581.2938339000102,581.2771598000545,None,580.2810347000486,None,580.2810347000486,None,580.2810347000486,None,582.1581030100409,None,582.1581030100409,None,582.1581030100409,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,neutral,2,j,l,,,,,,,,,11,17,215,12,,,,,,,,,main,1,1,2,neutral,negative,l,l,1,0.7149337999871932,582.1613202000153,583.1604358000332,583.1604358000332,None,582.1613202000153,None,582.1613202000153,None,582.1613202000153,None,583.8747323100164,None,583.8747323100164,None,583.8747323100164,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,negative,2,k,k,,,,,,,,,12,0,216,16,,,,,,,,,main,1,1,2,negative,neutral,k,k,1,0.89822589996038,583.8802246000268,584.8936725000385,584.8770038000075,None,583.8802246000268,None,583.8802246000268,None,583.8802246000268,None,585.7746635100397,None,585.7746635100397,None,585.7746635100397,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,positive,1,l,j,,,,,,,,,12,1,217,2,,,,,,,,,main,1,1,1,positive,positive,j,j,1,0.8843569000018761,585.7780094000045,586.7913712000009,586.7770302000572,None,585.7780094000045,None,585.7780094000045,None,585.7780094000045,None,587.6607248100394,None,587.6607248100394,None,587.6607248100394,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,neutral,1,k,k,,,,,,,,,12,2,218,1,,,,,,,,,main,2,2,1,neutral,neutral,k,k,1,0.72859499999322,587.6609115000465,588.6743321000249,588.6576597000239,None,587.6609115000465,None,587.6609115000465,None,587.6609115000465,None,589.3909227100143,None,589.3909227100143,None,589.3909227100143,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,neutral,1,j,l,,,,,,,,,12,3,219,3,,,,,,,,,main,2,2,1,neutral,negative,l,l,1,0.8655452000093646,589.3914679000154,590.3936432000482,590.376933600055,None,589.3914679000154,None,589.3914679000154,None,589.3914679000154,None,591.2579684100405,None,591.2579684100405,None,591.2579684100405,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,positive,1,j,l,,,,,,,,,12,4,220,6,,,,,,,,,main,1,1,1,positive,negative,l,l,1,0.6839171999599785,591.2615466000279,592.2768915000488,592.2602684000158,None,591.2615466000279,None,591.2615466000279,None,591.2615466000279,None,592.9435030100343,None,592.9435030100343,None,592.9435030100343,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,positive,2,l,j,,,,,,,,,12,5,221,11,,,,,,,,,main,2,2,2,positive,positive,j,j,1,0.8125785999582149,592.9467156000319,593.9579228000366,593.9435871000169,None,592.9467156000319,None,592.9467156000319,None,592.9467156000319,None,594.7578097100544,None,594.7578097100544,None,594.7578097100544,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,negative,2,l,j,,,,,,,,,12,6,222,14,,,,,,,,,main,1,1,2,negative,positive,j,j,1,0.7653944999910891,594.7609719000175,595.7600733000436,595.7600733000436,None,594.7609719000175,None,594.7609719000175,None,594.7609719000175,None,596.5247857100388,None,596.5247857100388,None,596.5247857100388,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,positive,2,k,k,,,,,,,,,12,7,223,13,,,,,,,,,main,1,1,2,positive,neutral,k,k,1,0.7311489999992773,596.530773400038,597.54083730001,597.5241646000068,None,596.530773400038,None,596.530773400038,None,596.530773400038,None,598.2574063100095,None,598.2574063100095,None,598.2574063100095,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,positive,1,k,k,,,,,,,,,12,8,224,4,,,,,,,,,main,2,2,1,positive,neutral,k,k,1,0.5814348999992944,598.2626870000386,599.2741656000144,599.2574944000226,None,598.2626870000386,None,598.2626870000386,None,598.2626870000386,None,599.8407430100546,None,599.8407430100546,None,599.8407430100546,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,neutral,2,k,k,,,,,,,,,12,9,225,10,,,,,,,,,main,2,2,2,neutral,neutral,k,k,1,0.5820180000155233,599.841280600056,600.8408212000504,600.8408212000504,None,599.841280600056,None,599.841280600056,None,599.841280600056,None,601.424390710023,None,601.424390710023,None,601.424390710023,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,negative,1,j,l,,,,,,,,,12,10,226,0,,,,,,,,,main,2,2,1,negative,negative,l,l,1,0.7150965000037104,601.4280788000324,602.4434343000175,602.4268114000442,None,601.4280788000324,None,601.4280788000324,None,601.4280788000324,None,603.1410077100212,None,603.1410077100212,None,603.1410077100212,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,positive,2,j,l,,,,,,,,,12,11,227,15,,,,,,,,,main,1,1,2,positive,negative,l,l,1,0.7481326999841258,603.1448212000541,604.1600458000321,604.1433593000402,None,603.1448212000541,None,603.1448212000541,None,603.1448212000541,None,604.8909375100105,None,604.8909375100105,None,604.8909375100105,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,negative,2,j,l,,,,,,,,,12,12,228,9,,,,,,,,,main,2,2,2,negative,negative,l,l,1,0.7504268999909982,604.8944488000125,605.9099220000207,605.8933021000121,None,604.8944488000125,None,604.8944488000125,None,604.8944488000125,None,606.6430404100159,None,606.6430404100159,None,606.6430404100159,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,negative,1,k,k,,,,,,,,,12,13,229,7,,,,,,,,,main,1,1,1,negative,neutral,k,k,1,0.7463135999860242,606.6458981000469,607.6598868000438,607.6432142000413,None,606.6458981000469,None,606.6458981000469,None,606.6458981000469,None,608.3908774100186,None,608.3908774100186,None,608.3908774100186,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,neutral,2,l,j,,,,,,,,,12,14,230,17,,,,,,,,,main,2,2,2,neutral,positive,j,j,1,0.6145838999655098,608.394395100011,609.4072593000019,609.3905911000329,None,608.394395100011,None,608.394395100011,None,608.394395100011,None,610.007168610004,None,610.007168610004,None,610.007168610004,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,neutral,1,l,j,,,,,,,,,12,15,231,8,,,,,,,,,main,1,1,1,neutral,positive,j,j,1,0.6484235000098124,610.0072279000306,611.0072807000251,611.0072807000251,None,610.0072279000306,None,610.0072279000306,None,610.0072279000306,None,611.6574977100303,None,611.6574977100303,None,611.6574977100303,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,negative,1,l,j,,,,,,,,,12,16,232,5,,,,,,,,,main,2,2,1,negative,positive,j,j,1,0.6001481999992393,611.6616019000066,612.6763579000253,612.6598068000167,None,611.6616019000066,None,611.6616019000066,None,611.6616019000066,None,613.2597834100073,None,613.2597834100073,None,613.2597834100073,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,neutral,2,j,l,,,,,,,,,12,17,233,12,,,,,,,,,main,2,2,2,neutral,negative,l,l,1,0.7314399000024423,613.2655393000459,614.2764642000548,614.2598773000063,None,613.2655393000459,None,613.2655393000459,None,613.2655393000459,None,614.992985610041,None,614.992985610041,None,614.992985610041,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,negative,2,l,j,,,,,,,,,13,0,234,14,,,,,,,,,main,2,2,2,negative,positive,j,j,1,0.7959716999903321,614.9961915000458,616.0096937000053,615.9930765000172,None,614.9961915000458,None,614.9961915000458,None,614.9961915000458,None,616.7906946100469,None,616.7906946100469,None,616.7906946100469,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,negative,1,j,l,,,,,,,,,13,1,235,0,,,,,,,,,main,2,2,1,negative,negative,l,l,1,0.8155408999882638,616.7963207000284,617.8096804000088,617.7930525000556,None,616.7963207000284,None,616.7963207000284,None,616.7963207000284,None,618.6077334100322,None,618.6077334100322,None,618.6077334100322,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,neutral,1,j,l,,,,,,,,,13,2,236,3,,,,,,,,,main,1,1,1,neutral,negative,l,l,1,0.5973310000263155,618.613907400053,619.6237146000494,619.607048600039,None,618.613907400053,None,618.613907400053,None,618.613907400053,None,620.2069570100342,None,620.2069570100342,None,620.2069570100342,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,neutral,2,l,j,,,,,,,,,13,3,237,17,,,,,,,,,main,2,2,2,neutral,positive,j,l,0,0.6177516000461765,620.2070130000357,621.2070685000508,621.2070685000508,None,620.2070130000357,None,620.2070130000357,None,620.2070130000357,None,621.8262746000546,None,621.8262746000546,None,621.8262746000546,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,positive,2,k,k,,,,,,,,,13,4,238,13,,,,,,,,,main,1,1,2,positive,neutral,k,k,1,0.8343383999890648,622.8249643000308,623.8261831000564,623.8095677000238,None,622.8249643000308,None,622.8249643000308,None,622.8249643000308,None,624.6571945100499,None,624.6571945100499,None,624.6571945100499,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,neutral,1,l,j,,,,,,,,,13,5,239,8,,,,,,,,,main,2,2,1,neutral,positive,j,j,1,0.8478132000309415,624.6610239000292,625.6762376000406,625.6596366000012,None,624.6610239000292,None,624.6610239000292,None,624.6610239000292,None,626.5071869100269,None,626.5071869100269,None,626.5071869100269,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,negative,2,k,k,,,,,,,,,13,6,240,16,,,,,,,,,main,2,2,2,negative,neutral,k,k,1,0.6820702999830246,626.513588300033,627.5261335000396,627.5095395000535,None,626.513588300033,None,626.513588300033,None,626.513588300033,None,628.190559110028,None,628.190559110028,None,628.190559110028,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,positive,2,l,j,,,,,,,,,13,7,241,11,,,,,,,,,main,2,2,2,positive,positive,j,j,1,0.7976853000000119,628.1968787000515,629.2064944000449,629.1844077000278,None,628.1968787000515,None,628.1968787000515,None,628.1968787000515,None,629.9900862100243,None,629.9900862100243,None,629.9900862100243,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,negative,1,l,j,,,,,,,,,13,8,242,5,,,,,,,,,main,1,1,1,negative,positive,j,j,1,0.6808602000237443,629.9908067000215,630.9901443000417,630.9901443000417,None,629.9908067000215,None,629.9908067000215,None,629.9908067000215,None,631.673445310042,None,631.673445310042,None,631.673445310042,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,positive,2,j,l,,,,,,,,,13,9,243,15,,,,,,,,,main,2,2,2,positive,negative,l,l,1,0.7676560000400059,631.6787366000353,632.6926322000218,632.6594083000091,None,631.6787366000353,None,631.6787366000353,None,631.6787366000353,None,633.4426689100277,None,633.4426689100277,None,633.4426689100277,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,neutral,2,j,l,,,,,,,,,13,10,244,12,,,,,,,,,main,1,1,2,neutral,negative,l,l,1,0.7284296999569051,633.4466575000552,634.4593244999996,634.4426913000061,None,633.4466575000552,None,633.4466575000552,None,633.4466575000552,None,635.1736737100349,None,635.1736737100349,None,635.1736737100349,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,positive,1,j,l,,,,,,,,,13,11,245,6,,,,,,,,,main,1,1,1,positive,negative,l,l,1,0.7142712000058964,635.177771800023,636.1926614000113,636.176042600011,None,635.177771800023,None,635.177771800023,None,635.177771800023,None,636.8902728100132,None,636.8902728100132,None,636.8902728100132,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,negative,2,j,l,,,,,,,,,13,12,246,9,,,,,,,,,main,1,1,2,negative,negative,l,l,1,0.781431799987331,636.9092378000496,637.9092311000568,637.8926295000128,None,636.9092378000496,None,636.9092378000496,None,636.9092378000496,None,638.6733134100272,None,638.6733134100272,None,638.6733134100272,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,positive,1,k,k,,,,,,,,,13,13,247,4,,,,,,,,,main,1,1,1,positive,neutral,k,k,1,0.948169199982658,638.6767662000493,639.6899695000029,639.6732992000179,None,638.6767662000493,None,638.6767662000493,None,638.6767662000493,None,640.6232023100077,None,640.6232023100077,None,640.6232023100077,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,neutral,1,k,k,,,,,,,,,13,14,248,1,,,,,,,,,main,2,2,1,neutral,neutral,k,k,1,0.7486583000281826,640.6238965000375,641.6232880000025,641.6232880000025,None,640.6238965000375,None,640.6238965000375,None,640.6238965000375,None,642.3732003100507,None,642.3732003100507,None,642.3732003100507,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,positive,1,l,j,,,,,,,,,13,15,249,2,,,,,,,,,main,2,2,1,positive,positive,j,j,1,0.7999956999556161,642.3795868000016,643.3899438000517,643.3733106,None,642.3795868000016,None,642.3795868000016,None,642.3795868000016,None,644.1758684100408,None,644.1758684100408,None,644.1758684100408,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,neutral,2,k,k,,,,,,,,,13,16,250,10,,,,,,,,,main,2,2,2,neutral,neutral,k,k,1,0.6807406999869272,644.1798779000528,645.1925362000475,645.1758588000084,None,644.1798779000528,None,644.1798779000528,None,644.1798779000528,None,645.858935110044,None,645.858935110044,None,645.858935110044,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,negative,1,k,k,,,,,,,,,13,17,251,7,,,,,,,,,main,2,2,1,negative,neutral,k,k,1,0.6295115000102669,645.8620834000176,646.8756657000049,646.8591471000109,None,645.8620834000176,None,645.8620834000176,None,645.8620834000176,None,647.4900809100421,None,647.4900809100421,None,647.4900809100421,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,positive,2,l,j,,,,,,,,,14,0,252,11,,,,,,,,,main,1,1,2,positive,positive,j,j,1,0.8167963000014424,647.4934035000042,648.5091221000184,648.4924678000389,None,647.4934035000042,None,647.4934035000042,None,647.4934035000042,None,649.3064262100437,None,649.3064262100437,None,649.3064262100437,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,neutral,2,k,k,,,,,,,,,14,1,253,10,,,,,,,,,main,2,2,2,neutral,neutral,k,k,1,0.6439189999946393,649.3120783000486,650.3256462000427,650.3091268000426,None,649.3120783000486,None,649.3120783000486,None,649.3120783000486,None,650.9541054100322,None,650.9541054100322,None,650.9541054100322,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,positive,2,j,l,,,,,,,,,14,2,254,15,,,,,,,,,main,2,2,2,positive,negative,l,l,1,0.7508651000098325,650.964584500005,651.9730154999997,651.9563445000094,None,650.964584500005,None,650.964584500005,None,650.964584500005,None,652.7062847100373,None,652.7062847100373,None,652.7062847100373,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,negative,1,k,k,,,,,,,,,14,3,255,7,,,,,,,,,main,1,1,1,negative,neutral,k,k,1,0.6983156999922357,652.7069555000053,653.7090207000147,653.7090207000147,None,652.7069555000053,None,652.7069555000053,None,652.7069555000053,None,654.4066159100097,None,654.4066159100097,None,654.4066159100097,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,neutral,2,j,l,,,,,,,,,14,4,256,12,,,,,,,,,main,2,2,2,neutral,negative,l,l,1,0.7825127000105567,654.4098346000537,655.4090245000552,655.4090245000552,None,654.4098346000537,None,654.4098346000537,None,654.4098346000537,None,656.189912110049,None,656.189912110049,None,656.189912110049,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,negative,1,l,j,,,,,,,,,14,5,257,5,,,,,,,,,main,1,1,1,negative,positive,j,j,1,0.7483939999947324,656.1940513000009,657.2088649000507,657.1922760000452,None,656.1940513000009,None,656.1940513000009,None,656.1940513000009,None,657.9407609100512,None,657.9407609100512,None,657.9407609100512,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,neutral,1,k,k,,,,,,,,,14,6,258,1,,,,,,,,,main,1,1,1,neutral,neutral,k,k,1,0.6805887999944389,657.9465780000319,658.9588224000181,658.9422267000191,None,657.9465780000319,None,657.9465780000319,None,657.9465780000319,None,659.6231658100209,None,659.6231658100209,None,659.6231658100209,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,negative,1,j,l,,,,,,,,,14,7,259,0,,,,,,,,,main,1,1,1,negative,negative,l,l,1,0.7342867000261322,659.627216300054,660.6421376000508,660.6255336000468,None,659.627216300054,None,659.627216300054,None,659.627216300054,None,661.3588813100417,None,661.3588813100417,None,661.3588813100417,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,negative,2,l,j,,,,,,,,,14,8,260,14,,,,,,,,,main,1,1,2,negative,positive,j,j,1,0.8120495999464765,661.3731211000122,662.3728358000517,662.3561647000024,None,661.3731211000122,None,661.3731211000122,None,661.3731211000122,None,663.1727303100109,None,663.1727303100109,None,663.1727303100109,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,neutral,1,l,j,,,,,,,,,14,9,261,8,,,,,,,,,main,1,1,1,neutral,positive,j,j,1,0.7820160000119358,663.1757977000088,664.175386900024,664.158714500023,None,663.1757977000088,None,663.1757977000088,None,663.1757977000088,None,664.9563592100225,None,664.9563592100225,None,664.9563592100225,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,positive,1,l,j,,,,,,,,,14,10,262,2,,,,,,,,,main,2,2,1,positive,positive,j,j,1,0.6346497999620624,664.9598803000408,665.9753263000166,665.9587852000259,None,664.9598803000408,None,664.9598803000408,None,664.9598803000408,None,666.5918688100122,None,666.5918688100122,None,666.5918688100122,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,negative,2,k,k,,,,,,,,,14,11,263,16,,,,,,,,,main,2,2,2,negative,neutral,k,k,1,0.6288260000292212,666.5959778000251,667.6086410000571,667.5897286000545,None,666.5959778000251,None,666.5959778000251,None,666.5959778000251,None,668.2229602100036,None,668.2229602100036,None,668.2229602100036,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,neutral,2,l,j,,,,,,,,,14,12,264,17,,,,,,,,,main,2,2,2,neutral,positive,j,j,1,0.7982577999937348,668.226340000052,669.2419315000298,669.2253595000366,None,668.226340000052,None,668.226340000052,None,668.226340000052,None,670.0229460100003,None,670.0229460100003,None,670.0229460100003,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,positive,1,j,l,,,,,,,,,14,13,265,6,,,,,,,,,main,2,2,1,positive,negative,l,l,1,0.864837399974931,670.0275378000224,671.0417525000521,671.0252484000521,None,670.0275378000224,None,670.0275378000224,None,670.0275378000224,None,671.8892138100404,None,671.8892138100404,None,671.8892138100404,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,positive,2,k,k,,,,,,,,,14,14,266,13,,,,,,,,,main,2,2,2,positive,neutral,k,k,1,0.6982657000189647,671.8898513000458,672.8892661000136,672.8892661000136,None,671.8898513000458,None,671.8898513000458,None,671.8898513000458,None,673.5892356100434,None,673.5892356100434,None,673.5892356100434,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,neutral,1,j,l,,,,,,,,,14,15,267,3,,,,,,,,,main,1,1,1,neutral,negative,l,l,1,0.7653089000377804,673.5925883000018,674.5919324000133,674.5919324000133,None,673.5925883000018,None,673.5925883000018,None,673.5925883000018,None,675.3562212100427,None,675.3562212100427,None,675.3562212100427,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,negative,2,j,l,,,,,,,,,14,16,268,9,,,,,,,,,main,1,1,2,negative,negative,l,l,1,0.6001693999860436,675.3596555000404,676.3751577000367,676.3584846000304,None,675.3596555000404,None,675.3596555000404,None,675.3596555000404,None,676.9582771100162,None,676.9582771100162,None,676.9582771100162,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,positive,1,k,k,,,,,,,,,14,17,269,4,,,,,,,,,main,2,2,1,positive,neutral,k,k,1,0.6793409999809228,676.9630413000123,677.9751273000147,677.9561947000329,None,676.9630413000123,None,676.9630413000123,None,676.9630413000123,None,678.6394225099997,None,678.6394225099997,None,678.6394225099997,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
